client,default_proba
372422,23.22
323205,14.89
277139,36.55
184556,75.87
385108,11.26
168978,89.83
421865,34.07
241630,72.78
129852,32.76
145207,34.67
164101,46.08
183983,18.82
452483,48.66
307598,19.34
304634,7.34
272291,38.93
295587,25.44
220309,46.57
285271,65.57
150461,25.13
134151,42.85
351895,21.02
423212,41.05
394326,74.24
225394,50.41
164435,18.67
352773,20.35
395157,33.89
236658,25.2
199631,71.44
302182,53.24
202194,7.66
417674,51.16
378210,9.49
372730,13.49
232687,81.36
170397,35.55
350808,53.18
447224,17.18
448202,61.69
184925,45.2
409771,25.63
132944,18.39
183196,76.84
109548,25.25
454516,29.22
446992,42.76
429951,19.45
288737,60.97
386607,81.04
350796,27.15
144525,66.57
392538,41.18
373244,54.81
450034,18.23
213826,52.26
309719,25.9
124179,18.28
422969,29.17
366250,58.01
263926,62.17
298310,26.58
361758,29.51
131472,28.93
210869,15.27
430565,56.07
429540,10.84
201482,31.27
293251,24.98
138561,25.51
309209,47.25
450449,84.21
119194,12.47
251181,67.94
148711,25.24
294974,54.16
199107,19.15
428680,76.03
284410,56.52
147560,62.59
450870,16.04
143375,17.46
249676,83.65
291302,39.01
381253,6.01
155498,31.17
347219,44.76
171304,11.88
154494,26.76
261977,75.92
367840,54.23
162129,30.3
237796,9.33
371578,83.28
428645,17.73
101773,34.11
273733,67.78
285228,40.22
298276,8.68
390478,36.34
455215,12.18
252602,83.56
268501,28.23
321991,12.06
430268,29.21
326586,59.05
209774,22.6
166980,73.27
406289,38.12
188608,72.93
219331,22.37
250035,59.59
226640,46.84
403435,27.04
153340,27.72
138511,8.77
284789,26.04
252563,17.76
147949,41.47
131869,72.38
342286,45.89
289207,11.78
170709,39.03
388719,54.84
151373,88.14
299186,46.55
358018,86.49
207607,26.03
175509,30.51
134237,51.98
419540,82.67
253171,72.23
280983,83.01
151922,44.22
234791,50.11
179835,24.31
357416,20.64
142089,10.3
102431,40.29
276162,20.29
126848,23.72
264543,34.12
178902,23.37
360705,83.76
424844,69.7
297845,57.82
452829,40.93
421908,26.39
446664,31.39
256230,31.61
108097,55.59
213128,49.26
175744,65.22
235075,71.82
206848,23.33
126343,30.29
410059,41.91
110159,39.38
140744,52.42
161424,35.12
308986,36.09
130229,31.39
432110,74.84
249179,11.54
326651,11.23
429075,58.23
214985,38.81
440802,32.69
303515,62.12
445449,33.23
341225,63.62
402457,21.09
390096,72.18
283542,80.77
301373,33.06
256558,47.96
429476,43.28
393956,21.66
373237,23.42
357332,16.19
220423,22.61
392245,18.75
140116,26.04
142885,73.8
235119,9.22
142229,7.77
359186,23.42
393185,33.84
261530,26.07
149802,20.18
260517,63.72
115798,11.21
121320,24.67
247106,16.85
104889,20.3
311176,58.91
166850,27.63
233195,22.53
116174,52.06
117365,25.03
423774,28.5
334283,81.24
100621,30.41
423916,29.12
247087,16.1
161132,64.89
369463,32.35
407170,31.12
403440,60.13
387166,16.44
335662,41.69
317555,56.83
133682,25.78
215816,24.55
281047,38.77
444491,49.42
251458,78.75
448386,17.88
119833,48.32
305092,27.24
337230,13.24
238350,21.4
270079,69.93
122232,39.97
215449,20.17
419408,29.24
401143,18.12
448450,14.43
205610,27.01
239219,59.37
208087,14.2
402682,51.09
182974,70.38
136748,84.28
125911,65.84
448186,69.07
218775,30.92
231435,93.51
160678,40.59
138823,47.72
426025,92.17
294465,29.18
197913,68.95
372982,60.83
283813,43.43
408306,62.54
412232,40.72
407085,35.46
130038,38.24
342029,50.78
253673,25.65
118474,46.44
451424,12.14
170138,21.72
319880,30.12
261178,25.58
194192,51.09
428397,30.04
448643,29.37
292485,37.29
303706,80.35
353188,61.53
358025,17.92
407180,55.59
208988,48.78
421494,20.89
125322,88.68
171987,12.63
409386,22.0
268806,42.12
287053,26.76
364814,36.26
223468,29.73
399353,42.11
138455,49.65
268604,46.02
291183,81.0
207218,55.2
146691,23.08
261989,58.35
421401,89.32
226596,49.06
249014,32.97
226799,8.85
144773,78.52
359230,18.66
257727,54.74
223602,52.01
375966,18.16
187053,41.68
212084,14.77
385171,11.49
213525,60.12
329426,59.64
278246,41.67
308274,15.47
312151,42.49
112041,20.15
102689,28.06
386992,75.51
360228,84.79
185486,75.7
398657,76.17
375360,31.4
109923,8.68
365121,28.25
352081,42.42
309391,38.12
452570,46.15
201154,55.23
250754,23.5
247357,26.89
274933,37.39
147098,73.46
236812,54.97
226513,53.28
307419,17.97
161872,13.52
377064,28.56
388135,58.71
134492,25.39
402547,23.3
186277,82.54
165877,58.63
257838,31.96
135805,59.8
131312,55.97
265888,49.26
213941,34.18
252388,20.08
250584,13.86
147161,56.4
436485,45.05
174331,53.66
432253,43.47
115717,34.39
426608,42.88
313364,71.28
330862,22.35
135962,53.59
227011,36.56
247419,16.92
328018,33.99
337766,43.79
227708,17.8
246029,15.44
315236,35.53
351340,17.84
286133,33.09
200586,38.81
339986,38.16
401333,31.39
383545,73.85
255196,55.09
409086,64.36
305143,44.85
166079,33.4
375371,52.73
443931,90.6
367824,38.77
281967,49.53
389531,39.77
185909,31.5
435412,34.18
369430,21.76
437796,17.08
223372,51.06
254723,62.58
205893,88.16
215683,75.96
437037,15.83
194897,70.36
455996,15.23
430265,29.61
224277,44.75
235748,26.5
429053,19.87
237309,16.87
135457,41.72
282764,13.3
366902,44.7
350961,28.41
334611,47.75
106709,63.09
106500,81.29
359563,59.19
427977,63.25
197506,35.98
265167,36.97
263190,25.8
314821,34.47
306208,23.43
444129,65.64
195383,33.07
173958,22.45
147301,64.18
287180,17.24
415900,30.38
218795,39.95
135212,40.65
221642,26.71
360689,31.8
316413,18.55
179370,58.18
342436,26.62
310052,43.47
413794,62.89
120714,80.99
166527,63.27
248149,28.03
381105,49.94
371704,63.38
146336,25.29
235020,35.39
167814,19.71
196432,60.99
415830,42.77
239395,70.5
207653,49.82
256367,22.98
326316,68.93
191631,58.09
449742,19.48
170765,35.19
169601,71.0
321708,52.61
350137,16.77
238096,41.06
267358,14.18
370377,10.4
336052,16.01
372139,25.39
384619,31.1
130265,11.73
297451,39.85
330948,76.42
293190,73.36
160726,55.57
214892,22.31
412325,7.6
209496,13.9
274466,12.74
168583,49.52
310395,26.48
441858,65.56
142736,25.72
437965,19.55
391626,65.12
185703,45.93
194782,85.64
299995,62.5
185213,21.25
443078,48.38
258167,60.28
205110,29.31
440860,39.16
152890,6.82
269593,41.63
445877,45.63
270331,64.12
242322,65.41
189795,55.81
179766,65.53
442522,44.46
180245,51.48
402365,17.26
196107,63.19
242559,42.77
290315,60.71
151786,22.88
331121,41.69
121375,18.99
142713,28.18
351448,19.69
367104,71.08
318409,37.17
101500,44.77
437594,39.03
299465,49.06
149732,62.0
180621,38.51
376077,56.28
443213,42.65
366704,25.39
318774,49.58
258278,13.82
197256,56.05
208456,30.81
171292,12.3
157144,65.18
245570,13.6
399624,32.84
271885,13.64
276758,55.66
140458,54.74
281145,43.66
300846,45.98
299244,37.22
301094,33.13
288033,72.5
359070,19.33
223370,51.06
342945,66.44
405182,68.58
364448,73.02
333635,12.73
234474,38.07
301405,74.96
153073,19.09
159376,32.81
145063,34.9
254000,73.33
390089,24.53
265413,38.19
217597,33.5
103175,50.73
348729,61.47
240584,61.08
373316,57.3
423045,37.78
407758,35.86
339516,71.45
224114,53.14
281158,30.64
206349,24.74
116460,30.7
115057,33.53
192341,75.71
347932,29.19
236323,17.31
229253,74.69
396279,92.76
241235,59.06
402889,36.92
288436,63.79
245680,73.98
359608,14.64
403990,45.04
265278,10.26
131154,70.16
153386,64.07
239313,83.39
359932,54.69
307522,37.41
114548,14.88
447469,77.37
261329,74.98
446969,61.75
368866,79.12
157100,59.17
183238,67.16
389719,18.47
308204,41.42
453807,14.35
325090,72.09
439393,41.8
208352,24.65
311768,10.25
171258,25.49
309498,27.84
359302,19.66
356513,21.82
428899,61.82
224671,16.28
426353,21.68
290593,10.71
124340,59.11
440205,61.59
337043,49.98
320798,36.42
204873,30.67
408010,34.07
347246,16.77
197925,74.2
198849,50.77
156649,12.62
146012,20.99
406709,32.74
101141,24.92
202806,26.13
367426,39.81
410837,10.73
353992,77.96
196881,21.33
383148,75.11
455372,49.94
439681,8.14
106137,40.56
137424,34.71
196408,72.42
135881,34.59
407713,61.73
359538,81.58
245028,32.66
292131,33.76
342105,48.13
348608,35.51
212317,37.37
292176,51.41
444882,34.25
125239,35.38
439927,10.96
395388,43.87
261305,65.05
118737,62.25
370652,52.33
378937,59.66
414837,25.81
189405,39.58
169764,12.17
250673,36.8
377468,33.53
416719,33.88
409924,46.07
172257,51.72
219075,37.86
323134,17.01
311488,22.16
242111,69.87
327698,65.69
434537,35.01
440249,36.57
250542,43.38
299779,39.71
399319,21.34
382225,64.43
440270,31.02
380432,75.37
197233,28.73
154329,61.39
411388,34.38
191941,25.28
323730,48.71
325566,9.24
423759,33.82
282575,74.78
247964,22.03
286832,55.84
404943,16.07
424933,8.44
323961,82.09
239818,13.21
301079,12.07
347558,12.12
453804,55.13
431328,43.64
119766,33.13
118186,20.95
351803,52.43
347881,77.65
162191,41.38
201781,78.87
347007,45.24
131120,37.0
432493,30.27
392289,86.22
391273,17.96
197409,21.81
169509,24.86
164913,72.62
249293,31.49
295915,67.43
414677,48.44
275101,68.15
425375,41.62
146839,26.64
368234,42.21
382342,48.16
390911,56.59
445783,37.05
247506,34.16
355637,48.79
423001,21.17
341361,49.51
128014,32.02
407429,15.66
455260,40.81
399587,26.58
142808,88.32
382306,11.3
154729,9.84
451136,70.31
112693,11.42
112810,81.85
397461,19.74
294555,63.94
209446,13.27
404479,36.15
187412,41.13
294490,65.13
260928,56.41
126208,52.12
261838,34.73
176523,11.72
198735,80.24
298856,44.42
125949,23.04
407022,69.04
280571,35.09
309908,46.22
307338,68.27
112485,41.54
239318,20.9
384077,87.48
383312,70.44
107614,20.36
134797,36.3
246328,15.64
130091,79.97
207568,26.25
115293,36.71
189783,16.87
262226,57.96
375398,73.56
120155,52.3
150709,24.19
376832,34.09
303341,21.55
117236,66.98
230155,68.55
195316,11.78
280186,52.19
254287,12.41
354701,11.09
312902,85.73
436540,74.81
426238,65.84
357045,85.02
110984,15.43
306702,43.33
343081,18.13
132325,15.4
268644,19.04
263793,18.19
116540,34.9
377007,54.22
372259,12.0
195811,23.05
402764,60.92
424026,41.36
109722,20.63
376949,15.44
410812,64.15
104263,17.44
176256,27.19
298755,12.62
279961,49.91
446101,55.5
428738,38.08
270682,40.51
299240,16.05
255090,14.31
217730,33.72
324660,82.5
175778,11.57
230695,30.48
453503,37.85
312388,18.66
410189,29.75
327534,18.4
232614,22.46
123711,35.88
104204,24.72
349545,25.22
222534,17.33
387825,22.8
133741,11.31
275279,60.92
298687,36.83
365198,22.62
192666,76.82
246117,62.09
313759,63.66
264482,70.35
246158,22.7
352568,24.05
343542,88.11
124458,36.89
218261,16.49
176477,22.44
352234,20.11
240810,22.33
220635,27.95
102066,54.81
420405,18.86
256033,20.1
286450,37.9
426573,27.16
171533,31.12
211738,38.88
439935,12.44
186013,15.41
267964,19.45
201013,85.46
179023,27.08
163038,29.13
281062,14.95
368384,63.63
165076,75.68
202639,14.46
102384,17.08
153081,20.28
214907,27.94
361444,84.36
363453,29.63
451774,8.65
164557,23.42
251293,47.69
155801,73.86
441948,13.79
402827,52.93
132415,5.33
221681,34.17
411553,48.14
238486,17.56
242786,51.57
162426,33.44
226675,49.43
153250,37.83
454899,15.34
100642,53.66
262076,45.69
168571,25.92
432540,21.51
133029,13.4
233822,53.67
186825,47.87
437352,36.52
372089,20.94
172227,72.59
297498,66.98
404239,14.23
226746,53.99
239709,51.72
355023,56.55
105962,37.18
304560,29.73
380525,8.63
327203,15.6
142910,7.55
151416,15.34
280244,40.19
233799,15.53
422838,64.66
355018,60.1
124727,23.37
181681,58.74
291140,10.98
438468,62.99
357433,17.6
436362,24.68
325192,29.6
247181,88.85
300807,12.58
205361,73.59
238969,49.16
121932,48.8
114817,14.29
164407,86.44
447499,64.7
194416,57.33
215179,9.86
268784,56.96
154388,33.8
138423,32.04
252600,29.18
188490,69.83
123253,17.8
192091,17.88
371792,23.09
141115,23.41
407216,17.74
201101,43.91
427733,20.54
120301,36.97
291999,62.01
303291,55.23
197658,53.55
424490,32.68
152049,51.29
309045,48.23
251670,40.22
227561,40.84
101617,62.11
414692,31.9
128500,27.44
166217,18.28
380265,91.66
261154,29.48
379196,17.66
318166,86.83
390427,53.3
376300,48.47
173540,51.02
384898,8.69
297318,21.82
340143,25.55
341703,18.83
352026,51.01
407181,43.05
103157,9.84
102715,91.39
255357,17.54
225734,33.93
449052,7.53
223868,64.94
407268,36.96
242683,29.13
115307,46.47
292870,31.48
418468,67.12
201655,59.8
271520,57.39
384293,26.67
368348,17.27
290912,26.28
190265,30.27
218694,13.45
448960,69.2
296725,16.51
232851,21.47
283095,56.67
363175,31.69
313067,33.47
206490,56.57
138795,60.26
278738,56.81
356196,44.42
173383,13.83
242306,46.56
388234,35.92
297312,61.19
407823,29.9
435739,20.02
109835,40.88
209400,67.44
233719,69.54
361450,24.22
346812,36.06
305763,63.89
196293,44.67
169661,18.16
252435,38.81
322160,30.57
373995,69.88
449025,75.53
269147,24.57
405088,10.5
439786,15.94
234461,21.45
226974,85.58
198512,77.23
244706,36.82
376381,58.06
449324,49.08
219596,52.8
201670,11.39
358700,57.48
200511,34.83
160604,26.54
369545,29.25
379782,33.84
357615,53.0
158031,60.03
106324,14.41
146016,41.42
385095,31.09
442589,27.83
366779,64.13
337204,40.02
203539,26.34
372857,50.78
321543,54.88
166826,10.05
149506,8.91
354175,65.46
367378,15.43
250609,29.29
187314,32.2
430325,35.63
374240,40.92
369241,17.11
173199,71.57
221684,22.53
284097,44.48
151048,41.72
407513,71.32
310270,15.16
193110,62.59
395306,36.94
343475,68.28
405101,43.34
269106,33.31
361247,44.66
116467,37.71
343606,8.59
210553,22.22
216953,19.12
358932,30.66
436506,25.73
272310,29.62
226236,40.0
354618,54.2
135286,45.68
150270,16.7
174697,62.83
418324,14.1
237696,21.59
366564,16.23
364557,23.06
375470,8.8
340607,17.28
240672,59.0
414456,28.23
304211,65.13
447913,13.98
246212,34.26
203156,32.18
428953,21.88
361335,26.56
335946,9.11
238528,41.92
417292,21.94
333906,82.19
393300,28.39
180777,51.5
425573,67.02
381264,28.39
273923,20.36
178667,9.21
112450,22.11
151580,15.92
114470,72.86
381907,56.17
101647,8.96
443270,77.14
447329,58.93
441280,26.55
448272,15.81
149065,60.23
434255,24.79
209988,56.2
204414,54.05
190170,46.61
228191,16.79
188516,52.34
398487,12.26
412757,12.25
334673,34.62
161116,22.29
406751,62.4
129217,39.76
316245,48.95
443052,21.1
335117,52.84
333353,49.94
120926,9.29
222835,34.8
294743,45.79
310194,16.41
294909,16.41
303304,38.04
178626,35.93
157794,69.19
105623,84.3
427924,82.33
160256,49.63
176817,56.88
334136,23.86
393463,25.03
141791,22.0
212495,18.99
418107,6.62
106164,57.69
301416,17.63
346953,54.42
177807,10.83
299557,21.21
130508,45.84
253541,19.93
165130,17.0
357591,19.42
189312,9.94
148122,65.4
353246,20.62
313570,79.1
405376,55.3
189918,73.26
429247,57.94
413936,41.6
300209,24.36
401585,9.27
211407,22.22
204111,15.55
351334,48.01
392971,8.52
378370,69.53
188059,26.63
399907,13.76
378747,58.23
136221,18.26
290285,76.21
444000,13.89
190024,22.48
173482,36.04
270717,65.52
289147,90.21
110110,20.28
144021,10.66
355268,18.77
357164,14.52
234547,16.36
347809,77.36
170513,34.03
161628,27.73
119196,19.61
202137,47.05
294100,48.03
193231,60.74
209840,24.89
396966,69.82
311684,26.01
248787,28.09
119991,52.47
329145,15.36
348456,15.99
359250,48.0
422632,28.74
141892,77.6
217492,29.93
232533,59.09
248569,57.53
150620,37.23
453348,49.63
448443,50.89
115315,72.68
169879,53.15
275363,72.89
325797,33.03
431747,32.08
339050,84.71
225947,35.15
218676,27.33
162034,5.28
450301,12.95
285171,22.31
118137,76.79
111313,70.31
343685,90.96
427265,11.94
246281,26.38
271444,74.78
179769,47.24
154826,32.34
279511,64.04
338106,22.2
339012,64.53
436001,44.82
305312,12.43
349878,12.94
332441,45.41
248146,29.94
360455,14.13
263000,28.49
171663,62.43
136955,19.22
141404,20.04
340447,74.01
265373,48.68
380085,26.71
143180,10.72
137314,33.44
431927,59.56
269208,32.89
269043,43.55
154686,35.19
109843,31.48
214522,13.75
232497,41.88
242026,78.08
259082,33.83
386119,23.87
357693,37.53
198139,13.77
208867,13.72
160781,7.19
148439,59.88
206196,60.5
187450,11.63
352498,82.8
387222,60.66
202041,66.16
227079,52.12
376952,50.43
390563,26.83
361106,22.05
447016,85.14
406456,46.78
278998,42.45
132703,41.4
316247,12.02
398317,66.11
215828,77.76
423313,35.72
284122,75.9
274880,44.66
370799,47.99
343908,77.52
264403,74.88
399383,19.54
393221,71.26
437537,38.81
450129,21.87
168970,21.24
121285,47.53
246851,45.14
442562,20.94
196784,21.07
157038,37.69
247926,34.6
170248,70.25
432926,67.9
349146,52.4
276233,22.85
246165,53.41
142955,63.38
341312,34.38
288658,78.5
281481,41.33
128376,38.48
163899,14.39
394532,37.21
246769,92.98
155844,17.8
291145,34.37
410887,35.41
232099,64.01
143085,8.49
202702,26.82
191457,77.33
309010,10.03
177627,12.6
335090,94.15
426892,10.91
239976,47.35
139116,44.13
441924,77.36
415221,61.2
442651,13.75
415558,25.81
371662,26.25
277076,31.77
108935,6.9
168787,14.43
133223,60.77
227380,43.2
203925,79.99
254900,62.88
391282,38.55
173226,29.7
279121,15.39
140819,42.31
288948,61.03
138750,36.32
189737,36.09
416796,76.2
167531,24.14
220421,12.81
365801,58.55
455875,62.93
264400,14.06
433873,89.41
133716,37.61
127670,36.85
295793,20.13
130162,35.67
213669,46.32
310632,26.03
393721,26.7
370137,84.92
367633,62.86
256538,44.8
178633,57.69
348503,27.91
451813,17.02
360473,55.2
203817,22.7
312430,14.45
425816,27.75
362293,85.6
104057,72.41
400344,80.52
144813,66.18
450137,46.03
128713,59.0
115433,71.12
292505,38.43
190845,74.69
448413,31.77
281277,15.34
264160,46.87
356844,32.71
415773,59.28
414870,65.82
378829,27.88
255436,72.15
289031,40.71
345172,68.1
234066,86.05
186281,7.34
334038,16.63
339678,13.84
173315,47.84
237567,33.92
383092,77.76
224160,17.02
349403,43.89
107969,55.48
426106,22.28
340379,28.37
361688,24.6
194817,18.79
373647,73.74
392209,18.62
426616,20.19
241458,54.35
196999,60.23
131165,62.13
381027,15.86
445857,76.29
353553,33.05
218079,16.34
132710,17.1
437044,29.94
213362,33.93
341679,29.83
247172,35.68
299347,54.84
391969,24.37
213438,50.21
156870,18.04
102845,7.63
246305,71.22
321305,68.52
430249,11.81
155359,53.91
151839,51.09
178168,25.0
285742,15.25
424963,44.01
237820,21.29
408744,16.22
283873,75.97
122004,54.01
449138,23.43
142004,15.86
325386,41.4
271614,23.92
448038,9.01
412137,13.11
130531,65.52
114269,16.94
211078,56.04
130272,52.31
336756,31.85
440699,62.9
332796,32.59
337102,84.19
238745,16.33
166955,19.41
267236,33.92
266428,39.52
379644,54.02
115898,63.26
196379,11.66
304663,26.03
214037,19.02
191132,40.54
353025,22.99
278790,62.97
446660,25.18
308435,38.74
237892,15.95
355061,16.85
356260,42.14
262450,27.68
108146,41.43
198430,73.89
165602,63.35
455230,76.54
136340,35.85
254932,33.93
212811,29.53
432610,42.55
397328,19.49
144566,22.71
390687,19.93
436653,20.42
292833,25.5
381976,82.54
313137,40.38
450671,43.59
197833,68.91
440892,17.37
435721,15.53
135348,6.72
190829,24.45
448781,19.34
387089,19.6
448626,90.79
202403,44.71
393538,52.6
139778,86.86
421550,87.97
364132,20.1
179920,31.89
113005,7.98
363824,51.14
231487,30.66
189457,14.21
282674,43.5
157871,27.44
209380,15.32
407848,18.64
256770,65.83
148241,23.73
383660,32.79
144703,32.52
227893,36.54
185949,67.09
278243,58.44
223828,62.12
151239,20.52
208945,74.72
110931,44.75
155349,45.08
130613,44.03
289727,18.04
137571,23.5
211229,25.77
199128,48.95
405885,32.74
110789,46.15
187661,71.51
302774,34.04
335656,30.04
201414,48.78
207243,68.2
261505,43.13
300182,6.13
135335,48.22
266539,31.06
434431,28.78
365147,61.5
266105,32.79
342087,25.56
235515,62.07
154257,13.64
439457,19.33
452569,67.49
199638,48.39
183882,14.52
258323,24.8
401761,18.44
319772,47.89
335902,70.66
277943,57.69
307104,54.58
107690,69.96
324704,24.36
281560,31.03
376985,16.54
246793,50.04
337353,23.31
453833,49.35
149355,14.04
289086,53.11
118744,12.96
302924,45.11
140354,23.13
119605,70.64
423583,25.15
228412,66.82
400537,45.88
124689,82.71
160798,22.08
181537,31.24
174591,17.53
342651,58.32
280514,21.31
171522,17.48
253594,58.48
291802,15.77
233382,29.62
398168,21.96
373229,80.01
170496,58.98
199061,69.53
249826,16.41
272505,16.78
195938,7.25
216678,54.06
359715,36.18
107923,16.68
236616,25.25
184371,12.36
142583,21.5
273284,22.54
219779,44.02
105075,33.64
453744,50.84
393154,38.69
386114,65.4
347248,20.73
105957,32.38
176607,25.05
214902,31.33
291400,35.88
433712,69.08
167634,20.36
218809,56.55
145457,13.96
382447,64.7
213694,29.73
188617,23.11
350980,51.5
201203,59.43
208284,74.85
349446,55.65
391260,26.66
395150,37.23
290523,11.43
152639,38.91
213120,21.4
189858,20.68
258742,22.5
116707,59.39
317540,39.61
414030,6.78
221010,57.55
285225,48.41
373148,81.42
325605,29.14
211799,77.31
231747,72.75
320304,77.69
199198,26.92
310831,17.29
143904,28.05
102077,19.46
165325,50.49
272134,74.97
168778,18.09
418253,44.93
274135,23.89
233386,47.89
243158,31.6
171515,55.7
114543,57.02
412600,28.64
239550,52.28
434581,17.54
212630,22.76
445479,43.44
446024,86.45
112024,35.14
275714,52.97
297078,34.54
335996,25.3
141064,32.69
234072,73.63
124740,46.07
135588,63.82
344503,18.21
108577,45.63
145918,56.3
426444,59.59
284024,20.85
243533,38.23
212051,38.71
325421,66.81
315511,9.54
163777,56.27
182734,39.46
423224,72.34
340410,88.18
272600,41.85
114868,60.46
191378,38.64
212824,11.88
278068,77.34
106209,39.65
408973,52.89
278346,56.88
242050,38.07
139172,20.9
170874,13.86
400047,78.53
182000,14.02
100475,34.93
126276,11.46
414294,34.04
100406,47.31
455280,27.71
117706,32.42
379311,39.86
163465,19.4
391004,42.38
352299,10.17
433665,13.65
393965,40.29
108369,19.02
201456,18.12
239491,17.77
445521,55.79
233129,10.12
146734,17.91
260983,13.4
126367,55.56
366525,53.82
152136,30.28
330089,53.97
250215,63.83
442704,9.52
137545,61.8
165489,42.38
364759,25.64
447762,26.06
359141,25.7
130501,44.63
222632,17.28
256562,37.67
210515,78.27
177315,43.8
188838,23.93
301863,67.51
371626,17.66
326317,75.69
366868,40.94
342831,55.64
428588,38.58
368860,42.69
287526,41.9
304427,73.49
422377,40.62
258089,36.86
284263,81.21
379431,39.12
287507,52.88
110259,36.76
357048,43.67
453974,76.01
365635,45.6
387373,21.96
204777,31.01
422705,31.25
116178,55.42
374936,24.3
348758,14.14
110354,28.91
259643,54.27
284434,37.6
451368,72.78
371806,63.56
220348,30.73
222942,27.94
354221,81.24
179647,20.8
233989,42.12
350163,47.75
454415,18.51
382116,32.33
260312,49.33
349820,22.47
368651,37.59
407584,37.73
255539,61.77
287867,58.17
340651,41.6
221471,33.73
372769,75.31
273012,32.04
109432,49.74
401676,51.55
392126,21.26
443851,50.8
419479,27.33
434371,38.75
222363,52.12
110781,34.11
124717,10.49
160791,50.18
152053,9.87
153937,62.56
421075,11.29
203311,26.34
225877,28.82
370154,69.71
256717,32.49
403634,28.12
422892,9.45
424324,58.73
193637,24.17
402014,41.35
201608,86.37
339310,79.01
224133,44.56
379713,35.93
384495,26.02
430004,25.99
371706,36.19
166777,52.3
246205,23.65
149323,24.94
170362,18.33
160130,56.08
291251,20.57
410768,35.36
277237,14.83
224000,70.26
235674,49.08
408023,84.59
149313,61.12
401215,53.64
252304,77.81
130394,55.04
206711,11.66
250378,46.5
449279,12.25
428101,26.26
443625,33.26
296577,59.97
276276,40.06
285670,24.96
167504,40.34
388781,83.48
292809,30.25
395196,17.91
445184,12.96
365041,22.72
377424,59.61
308292,12.09
192941,58.01
207723,22.39
125269,39.96
401283,28.87
292048,87.1
335030,38.45
411771,25.25
360188,39.32
380589,36.12
171301,20.57
383305,32.45
120469,18.31
386368,12.53
185724,61.67
401564,52.86
233814,44.77
416191,33.89
333121,58.12
398514,9.58
264122,11.87
389663,17.93
145665,30.28
406703,45.28
336867,91.77
319072,61.59
264355,68.1
423613,28.22
374877,28.93
147493,89.85
411404,90.67
182186,42.75
414071,18.25
164105,7.8
191965,54.21
440777,30.58
355728,8.97
299058,42.51
127058,29.22
224252,16.21
442839,18.7
217958,37.18
289859,87.35
169256,35.78
387414,20.86
139097,28.83
179117,11.04
132372,72.4
400393,37.46
390617,72.52
261743,13.08
308155,60.95
366629,21.71
412162,85.15
398335,28.56
148206,13.74
171454,57.42
272695,89.73
407116,44.13
198153,52.51
322122,26.18
198358,57.49
151152,26.88
291015,42.52
327467,5.76
147876,31.29
372760,18.21
333319,19.66
151364,20.31
156765,23.11
185548,55.47
162511,9.92
330718,73.72
388230,31.0
345199,33.68
157491,25.41
324717,20.73
305038,13.1
349907,19.42
361722,10.48
224732,44.09
229594,60.18
304762,84.33
359444,19.69
436070,22.95
430652,22.31
435884,36.08
384963,36.99
374880,5.34
334064,81.13
173042,45.09
163451,82.75
126724,27.62
311495,82.71
403313,27.33
228042,68.91
254259,65.31
179659,75.59
292780,26.82
203076,52.31
288397,22.33
201280,87.84
206301,60.11
312033,82.63
445021,15.93
389634,27.15
134342,32.78
421371,79.96
434859,55.63
187338,31.8
297088,14.81
124267,75.94
273531,64.96
378495,41.04
347926,33.96
345911,76.16
163295,57.39
180577,35.65
263163,47.65
104491,41.09
130667,71.44
230897,19.29
353611,48.87
400760,45.68
151792,18.18
449829,8.75
378017,37.69
445633,29.27
153213,28.73
382739,29.7
285910,36.73
159730,64.35
128258,83.01
268796,46.0
109089,7.99
331161,11.37
318921,27.55
423379,39.25
202576,23.59
268393,15.83
419451,51.68
133340,62.82
321337,20.9
420694,69.34
318618,34.57
147395,57.61
333824,13.26
101250,32.07
237999,15.72
229883,38.12
345594,61.13
404546,61.46
151216,71.57
262940,24.6
199887,51.7
363647,33.94
273501,72.57
126719,41.52
314540,74.76
270258,15.06
231288,11.8
193298,25.88
342884,11.02
441186,43.66
265500,46.2
330817,20.45
215296,37.46
380425,20.49
238471,8.9
269472,50.69
302340,42.26
222270,40.64
211252,12.49
316727,12.14
324671,44.56
339053,78.82
361472,38.9
453886,32.95
159803,28.98
355460,40.35
255238,63.27
442531,42.85
112686,46.71
221398,60.28
436939,10.75
382520,33.68
192208,47.75
312858,26.78
268371,46.42
396978,27.93
358896,27.73
392653,90.74
169342,34.6
165495,47.84
350987,11.12
291830,89.71
187406,91.5
312538,34.2
332707,7.15
262922,58.67
163355,19.44
137001,31.3
225629,69.18
329929,42.64
425740,67.46
218877,40.42
310263,20.26
275381,73.01
229551,18.32
316255,28.85
399739,81.0
365067,53.95
215865,46.65
116185,30.92
146065,87.77
393372,15.59
152536,11.06
291469,11.99
152187,25.95
296444,34.2
430403,43.25
290368,53.69
249561,37.21
209028,27.02
234194,32.47
184075,74.86
391300,15.66
387527,18.75
375824,37.52
276620,18.0
273487,25.94
308990,24.54
205871,34.97
231640,28.31
183586,42.24
353237,33.58
363081,46.71
208519,36.99
267131,10.86
116940,53.19
276585,30.91
416556,10.88
322069,7.74
295827,37.12
260805,22.74
444508,70.38
263301,51.7
383479,19.08
314390,9.83
439066,36.56
449549,28.32
224362,70.69
202199,22.38
201212,64.59
423467,41.75
210832,80.73
433558,77.55
398880,22.31
